libuser,gender,age,award_total_amount
no,female,43,3875350.9404191095
no,male,46,2796482.974217975
no,female,48,4135908.6693184874
yes,female,55,6542047.482711848
no,male,50,5495799.353837484
yes,male,51,5712108.63118242
yes,female,52,3128707.737684885
yes,female,74,6042426.881661426
yes,female,58,6343157.082124554
yes,male,57,7308440.230051985
no,female,53,3550645.2176266303
no,female,58,2655457.4711530698
no,female,53,3792745.1153352777
no,female,52,4835770.348240187
yes,male,58,5349555.082896894
yes,male,53,5042179.420107221
yes,male,48,4680117.252196258
no,female,51,3287095.1454369617
yes,male,68,8295806.569128698
no,male,46,3725483.358357567
no,male,53,5106281.406717568
yes,female,56,3521259.189598079
yes,female,60,3244728.0217608963
yes,male,53,5384187.822229788
yes,female,41,4168285.7635899005
no,male,48,5263008.420772552
no,male,50,4439219.353954855
yes,female,59,6732724.62098773
no,female,46,3143404.875681182
no,female,44,3179975.145183406
no,female,48,3137399.441871045
yes,female,53,4529793.367536088
no,male,57,4616015.548306195
yes,male,65,8608267.760628583
yes,female,44,2847978.4429617035
yes,female,59,6739725.727787914
no,female,60,5336537.2477176925
no,female,57,4183186.7445317423
no,male,61,7641794.845754987
yes,male,49,4197848.794653449
yes,male,57,6638993.404463669
no,female,56,5657837.067325963
no,male,56,5291215.2914060475
yes,male,51,6367610.44644914
yes,male,59,6502657.865030948
no,male,49,6181688.2268512985
no,male,59,6771342.661595652
no,male,51,5593989.074622198
yes,female,57,5966198.627148556
no,male,51,5267833.730664058
no,female,56,3132546.6714256047
yes,female,51,4987733.160289764
no,female,61,4321273.225241916
no,female,58,4204978.843536765
no,female,57,6544319.963855839
no,male,56,5268880.8259572955
yes,male,51,6485517.112496001
yes,male,42,5197906.245960988
yes,female,52,3717461.220786813
no,male,59,6686645.540168092
yes,female,53,5663384.513235186
no,male,51,5145962.054819992
no,female,46,3005612.1442708275
yes,female,59,5095028.038446913
yes,male,54,6988244.697729586
yes,male,60,6390997.946189039
yes,female,60,5625436.917299004
no,male,48,4848405.502469063
no,female,46,4346037.254809191
no,female,64,2925203.646183169
yes,female,53,5010433.763528298
yes,female,58,3761051.1320264097
yes,female,46,3493848.1452999464
no,female,55,2803717.5031716926
no,female,54,4577681.104768192
yes,male,66,7625244.061229968
yes,male,44,6224976.355387452
no,female,41,2891832.9630164485
yes,male,58,5563353.912516092
yes,male,59,5095644.574975414
yes,female,51,5123391.9134702105
no,female,52,4815677.476233033
no,female,53,5658289.260319388
no,male,45,4399189.909121451
no,male,50,5208102.8563515525
yes,female,64,5767881.912508897
yes,female,60,5545369.584194822
no,female,47,4251023.8374415515
no,female,48,2752561.1070217616
no,female,55,6048462.07117678
yes,female,59,4844960.288908914
yes,female,50,6144572.7570105195
no,male,36,2107815.0283940765
no,female,57,6183764.026295778
no,female,44,3371199.370987513
no,male,52,5936191.689201448
yes,female,60,6510032.235922688
no,female,50,4805102.16754656
yes,male,39,4316027.188577293
yes,male,57,7194154.77149469
no,female,50,3460359.3070849017
yes,female,48,4498192.325466763
no,male,60,6595428.469188506
yes,female,63,5600279.16402691
no,male,44,3863320.702936231
yes,female,60,5654506.715597241
yes,female,56,4925944.38692527
yes,female,50,5054821.56062045
no,male,48,4457188.132951566
no,female,55,3516547.461899636
no,female,56,4638886.294242814
no,male,56,5627578.096718145
no,female,55,5315952.548407878
yes,female,47,6608387.1067982875
yes,male,55,6061435.09587708
no,male,55,5767093.437488776
yes,male,59,5497208.593556618
no,female,54,3750825.039938286
yes,female,55,4946665.201592909
no,male,42,4036034.2740853266
no,female,45,4950597.012502938
no,female,60,4912019.773277407
no,female,44,3553969.8912124685
yes,male,52,4420694.388211111
no,female,54,3747166.143360792
no,male,72,6106861.532545688
no,female,52,5073232.313455385
yes,male,46,4902288.643989449
yes,male,54,4522350.632495399
no,male,51,3617142.871093642
no,male,45,3319022.3567706565
no,female,60,5910873.833408216
yes,female,38,2997508.426394031
yes,male,64,7216891.427419703
yes,female,42,3697095.2335866853
no,male,53,3778994.4273397857
no,female,52,4414870.97122062
yes,female,48,4172247.6192318224
no,female,48,5344212.619217235
no,male,52,4857122.155460184
yes,male,54,3602097.1307299305
no,male,50,4642573.153417609
no,male,49,4571948.118472887
yes,male,55,6225932.245034538
yes,female,54,4534074.586886262
yes,female,54,4796239.37086006
no,female,47,2408301.2730280454
yes,female,43,3497765.8442509794
no,female,60,5902165.898334379
no,female,56,5607990.3613911
no,male,57,7373727.362530635
no,female,53,5376538.944579646
yes,female,68,5846929.479313787
yes,female,57,4762535.834339928
no,female,38,2962849.3639077437
yes,female,68,5136052.570068198
yes,male,50,5298490.627956918
yes,male,62,6169349.666783446
yes,male,69,7180197.332019241
yes,male,60,6740765.173754979
yes,female,60,5180505.963915716
yes,female,41,4135263.411757353
yes,female,47,5019713.681987085
yes,female,58,4883595.696971362
yes,male,45,4806740.472783885
yes,female,52,5225257.304027935
yes,male,52,5416661.872586241
no,male,51,5132462.697672148
yes,female,61,6732487.826541583
yes,male,45,4618635.989484336
yes,male,52,5670969.916688221
yes,male,63,6545700.069063779
yes,male,42,3521987.44874275
no,male,64,5114756.547018467
yes,male,49,7460193.986120562
yes,male,55,5234829.661168763
no,female,53,3580207.1387586314
no,male,62,5279730.783285042
yes,male,55,6284274.544027284
yes,male,56,5682250.623509612
yes,female,57,5953406.378870796
no,female,39,2755558.884883114
yes,male,60,7358457.531122762
no,female,70,4566892.40471094
no,female,58,4087901.8846040466
yes,female,61,7070647.533013255
no,male,53,4973784.745317343
no,female,55,5140668.69299476
no,female,53,4460671.858756264
yes,female,47,3557733.5022564013
no,male,54,5537545.294922481
no,female,67,5411521.4008302735
no,male,55,5721302.739128759
no,male,64,6282826.673694429
yes,male,54,5835603.320169511
yes,male,57,5479840.019723084
no,female,56,4829007.127903727
no,male,48,4760504.654254188
yes,female,64,7493460.294227758
no,female,50,3738297.5656249304
yes,female,51,4703401.331595469
no,male,65,6787966.390594339
no,male,55,4369480.851440068
no,female,42,2389613.558169263
no,female,60,3784259.5148777547
no,female,61,3359185.445554328
yes,male,52,6687620.128196491
no,female,50,4214102.883816376
yes,female,46,4260911.200172551
yes,female,55,5189708.2713591615
yes,female,55,5785237.634495379
no,male,56,6422751.160876394
no,female,71,5688231.672279838
yes,male,63,7098492.316911961
yes,male,62,7657536.202670486
yes,male,52,5710991.715836165
no,female,51,3054076.576306149
no,female,49,5173387.580723525
no,female,46,4469762.500912324
no,male,57,5771480.999797769
yes,male,50,5339798.1184214875
yes,male,48,4175218.536749144
no,female,44,5316031.761455456
no,male,51,4415008.688547941
yes,male,54,5708839.179126834
no,female,51,4227444.850210766
yes,female,56,2828508.3199622016
no,female,55,5126850.179102386
no,male,53,5114298.490947186
no,male,42,4567890.787613844
yes,female,44,2889916.2818567287
yes,female,59,5225506.560857411
no,female,60,5702741.956147671
no,male,47,5941579.6418464575
yes,male,54,4676509.465473224
no,female,57,4120957.5729081333
no,female,52,2685773.3045765636
no,male,61,5790007.629813219
no,female,53,4633591.793576117
yes,male,59,6165388.388478364
no,male,58,7271930.219251774
no,female,51,4512005.124043401
yes,female,48,3444303.2290277514
yes,female,67,4405477.012780558
yes,male,60,5738334.086447729
no,male,63,6860134.743497503
no,female,68,5251947.366042833
yes,male,68,7327290.169429807
yes,female,53,4153267.553379607
yes,female,59,7298241.428195748
no,male,50,3993787.116316248
no,male,51,4786013.233825229
no,female,49,4154275.562511569
yes,female,47,4831019.195914207
no,male,54,5936897.51150879
no,male,59,5280464.604723706
yes,male,45,5951458.031969688
yes,female,46,4714545.7106597135
no,female,58,5546667.183964361
no,male,66,7377389.254663928
yes,female,45,5412131.56887913
no,male,50,4896508.123843411
yes,female,53,4968985.392902625
yes,female,59,4569763.115589321
yes,female,32,1798867.3452095632
yes,male,49,4583433.782795665
no,male,64,6302395.869491095
yes,male,54,4452768.633971979
no,female,46,3803906.0820930963
yes,male,50,7021275.196301675
yes,male,59,6641142.823957558
no,female,61,4860185.232651712
yes,male,45,5549563.074269061
yes,female,46,6258813.094630754
no,male,61,5477309.644243
yes,male,59,5721105.216025693
yes,female,46,3839602.8984416686
no,male,42,4628137.375389294
no,female,55,4708327.891102542
yes,female,55,6091189.996553341
yes,male,45,5722612.219667883
no,male,44,5726555.144162514
no,female,52,3870791.806653455
yes,male,58,6396814.930199765
yes,female,52,4946388.721901443
yes,female,42,3250737.8660759525
no,male,53,5287396.548693549
no,male,47,4298282.816595214
no,female,51,2978690.1977411574
no,male,60,5469164.399869471
yes,female,58,6249409.182639522
no,female,65,5311703.304409183
no,male,56,4509913.257511397
yes,female,48,4625488.719110109
no,male,49,4983425.7400614815
yes,female,57,6553510.08724121
no,male,62,5681339.049544505
yes,male,52,5170617.525307112
yes,male,55,6123100.151321158
yes,male,56,6142910.941939182
no,female,54,4903353.252512591
yes,male,48,4940235.014579031
yes,male,57,5264423.056565666
no,female,76,6333835.9494496435
yes,male,48,4973994.587662135
yes,male,63,8322463.541063664
no,female,58,4385063.933639379
yes,male,47,6001582.113844491
no,male,57,4721604.883061897
yes,female,43,4751268.337921973
no,female,54,5292752.576875286
yes,male,56,8476273.24229312
no,male,60,3905008.9531641123
no,male,54,4955978.309652139
no,male,56,4695670.551894247
yes,male,64,7861354.1006019255
no,female,62,5105160.6080928035
yes,male,60,4988188.515699118
no,female,41,960225.7268590091
yes,male,49,4562248.023385167
yes,male,53,5465096.074058714
yes,male,64,6888447.703842129
no,male,61,6593241.892388689
no,male,71,6946754.3488543965
yes,female,52,4357474.690641694
yes,female,59,5784008.899429499
no,male,63,6568717.8499491345
yes,male,43,4289625.7204572745
no,female,54,4457246.787658247
no,male,61,6110313.477058047
yes,female,69,6245488.016174847
yes,female,53,5042310.308785715
yes,male,57,5197859.342073635
no,male,46,4848062.497184047
no,male,54,5857750.03998897
no,female,49,4607783.647003861
no,female,45,2912507.2539323503
no,male,56,5006612.3235618435
no,male,57,4297352.567549253
no,female,50,3418571.434641262
yes,female,61,4133795.9057918545
yes,male,56,6412486.776479134
yes,male,60,5490886.970483381
yes,male,52,6420973.240226617
yes,female,60,6162536.937383976
yes,female,43,4095555.6944029806
yes,female,42,4484887.906999542
no,female,48,1661795.7087851579
yes,male,53,7058520.2418653825
no,female,58,3349172.792051206
yes,female,50,5194979.632971657
no,female,47,4294976.477548125
yes,female,55,4610938.5075110765
yes,male,45,5536839.519227302
no,female,52,4716023.886713356
no,male,62,5990460.30925439
yes,male,53,6323946.506969809
no,male,58,4451929.46047318
yes,female,57,6458700.515348859
no,male,62,5952048.230100192
no,female,48,3958858.6090950617
no,male,64,6663005.774786568
no,male,63,7014767.961175101
yes,male,50,6767813.3828467205
no,female,50,3186380.3215630804
no,male,61,6981075.380497
no,female,58,4617314.758962477
no,female,59,6071067.374660346
yes,male,56,6476582.106871214
no,male,56,5587051.413780571
no,male,60,6183171.792074668
yes,male,54,7184608.315398383
no,female,55,3222370.1230882457
yes,male,50,4471091.408698317
yes,female,53,3754240.384102655
yes,female,63,6707058.492545882
yes,female,58,3780111.6751831225
no,female,59,5158844.548700687
yes,male,46,4088734.2568941526
yes,male,58,4662456.674341072
no,male,57,5009261.775585982
no,female,52,5084280.289538642
no,female,48,3840211.833048419
no,female,64,4603818.628897659
no,female,48,3817725.7644654
no,male,54,4913916.689572073
no,female,46,2720762.1648924462
yes,female,48,5205540.437493578
yes,male,59,7167765.512854628
no,male,55,4572584.819379541
no,female,45,2211557.9733463493
no,female,62,6010836.2951276405
yes,female,53,3588549.578649009
yes,female,70,6006882.293876136
no,male,50,5736909.657386987
yes,male,54,7409748.195558873
no,male,58,5747210.880237933
no,female,47,3275185.09075601
no,female,53,4905600.650818759
yes,male,55,5599934.054449098
yes,male,72,7866622.512502984
no,female,50,4589667.068371805
yes,female,50,3745351.164490632
no,female,54,3867414.4290873758
no,female,55,6396967.808169706
no,female,63,4851458.102166035
yes,female,55,5181033.374046317
yes,female,46,3437634.2551263548
yes,male,56,6193254.850071881
yes,male,64,6929661.579459838
no,male,57,6148844.409877694
yes,female,71,4826814.907283365
no,male,48,4862103.313737883
no,male,65,6724443.026845915
no,female,66,6022123.417944026
no,female,56,5579132.47306251
no,female,59,5040816.229589857
yes,female,53,4155891.8524104576
yes,male,44,5005418.42436846
no,male,44,3216582.1926693637
yes,male,59,6548889.209369304
yes,female,59,6243728.923367563
yes,male,59,6035273.025258632
yes,male,68,9137614.382537002
yes,female,49,3909413.301318899
yes,male,63,7034776.978153508
yes,male,46,5432838.51172776
yes,male,52,6079000.6311592
yes,female,48,4976844.2906579515
no,male,66,4803192.78599636
no,male,51,6205931.160213505
yes,male,57,4766298.026865098
no,female,64,5626026.255333746
yes,male,44,4681612.129356419
yes,male,59,6670219.880756518
no,female,43,3013295.690816721
no,male,45,3032580.1850937717
yes,male,51,6453875.159749308
yes,female,67,7736914.070381986
no,female,56,6467991.775301231
no,female,50,2998346.439095795
no,female,53,4568852.605914341
yes,female,61,5303327.105048503
yes,male,50,6774810.45633667
yes,male,45,4695771.727331177
yes,female,43,4117488.153617434
yes,male,42,4101944.8233102835
no,male,46,3633115.828435201
yes,male,59,7702171.101029479
no,male,53,4522830.071795925
yes,male,69,5835155.744460541
yes,male,55,6107760.842657851
no,male,44,5248810.021587093
no,female,56,5159118.346659615
no,male,47,4852217.09926542
yes,female,60,6383081.736876776
no,female,64,4104889.2699514143
no,female,59,4678303.576285677
yes,male,57,6519622.986024822
no,female,56,4119068.19012349
yes,female,66,5567683.058191379
no,female,48,3098707.334049994
no,male,61,7576187.151406568
no,male,51,4518238.229866075
no,female,62,4989794.503043266
no,female,51,4513377.143266529
no,male,48,5705136.144529563
yes,female,44,5213269.109613092
yes,female,53,4034597.9299203767
no,female,48,4369264.457491423
yes,male,56,6642095.918468349
no,female,59,5317571.259378492
yes,male,37,5725640.383134249
yes,female,58,3190299.622900566
no,male,58,3702404.101842552
no,female,51,5141922.238592445
no,male,51,4403969.928463954
no,female,48,4464778.456038262
no,female,47,3985026.787347396
no,female,54,3741165.430920401
yes,male,55,6086915.446625362
no,female,56,5674660.035504559
no,male,54,5065191.550069322
no,female,54,4394350.894813943
no,male,61,5969131.4933880195
yes,female,52,4927076.876776979
no,male,49,4803581.513841603
no,female,55,3883737.5367957386
yes,female,51,4528123.844154676
yes,female,52,5138740.631757664
yes,female,47,3377223.625570058
yes,male,52,5141917.86200818
yes,male,43,5396326.95451149
yes,male,56,4967744.988561186
no,female,54,4471715.892127829
yes,female,54,4388126.827539679
yes,female,50,5634147.717090815
no,female,46,2880466.274715069
no,male,52,6251972.798363316
yes,female,47,3918447.97612055
no,male,60,6685411.174541777
no,male,62,6147104.527149646
yes,male,60,6497751.113126296
no,female,59,6328586.455611039
yes,male,55,5422646.340406431
no,female,59,3189005.740168856
no,male,56,6106448.373607704
no,female,53,3854555.907391614
yes,female,56,4925381.256834096
yes,female,44,3746934.5348289814
yes,male,52,6837703.791015692
no,male,54,4887971.932166339
yes,female,51,4443878.6907181805
no,female,59,3035156.5296471748
no,female,55,4635820.618766737
no,female,42,2458450.949160395
no,female,53,2192653.5434264545
yes,female,60,5273415.048562478
no,male,60,6213086.128342135
no,female,45,3648570.736258151
no,male,41,5018920.154988822
no,male,70,5224772.951907346
yes,male,50,4942021.027618732
yes,female,58,5143081.441792539
no,female,58,4373277.951147118
no,female,56,5776098.18808058
no,female,62,4128380.3693687115
no,male,61,6785610.719231531
no,male,55,5644915.99073683
no,female,57,4589241.923993978
no,male,56,6352147.129776611
yes,male,37,4578534.1404328365
no,male,53,4250951.290542549
no,male,66,7738440.995331566
no,male,46,4637282.375942266
yes,male,56,5320411.6037602
yes,female,52,5802434.360577872
no,female,46,4665778.133223358
yes,female,55,4796538.965160499
no,female,57,4244247.841712959
yes,male,61,4920521.496976506
yes,male,63,6171687.816581045
no,male,49,5037738.638128399
yes,male,51,6131457.452361547
no,male,54,5926489.468647027
yes,female,71,6973543.734640523
no,male,40,2869230.0800089054
no,male,61,5941080.885030621
no,male,49,4544485.796123928
no,female,50,2957398.7591138575
yes,male,64,6786478.720943755
yes,male,51,5993534.121174233
yes,female,62,4267596.598991935
no,male,54,5910185.172943471
yes,female,49,4672656.850943907
yes,male,56,4726724.90743809
yes,female,56,3954895.0077473572
yes,male,55,5746837.407572965
yes,female,42,5026321.881937712
yes,male,56,7249609.729668383
no,female,53,5702471.783267707
no,male,59,6959142.436832249
no,male,62,6353927.3072142145
no,female,58,3615682.0945778238
yes,female,54,4962793.014342379
no,female,40,2640127.4373797546
yes,female,58,4992763.235766705
yes,female,46,3568398.2263332806
no,male,43,5373668.276512387
no,female,52,3809498.1323626353
no,female,49,6318925.628336839
no,male,53,4929996.619983909
no,male,65,6065436.7625982035
yes,female,45,3165477.2491274453
yes,female,46,5641249.028778931
no,male,48,4570655.313370591
no,male,42,5169165.856091769
yes,female,49,6355687.608000991
no,male,54,7316864.615858447
yes,female,65,5835195.903546676
no,male,58,5852185.753274065
no,male,66,5684586.997260084
no,male,44,3877164.730528102
yes,male,60,6766090.832577515
yes,male,47,4944589.2395676905
no,male,51,4628564.441207772
yes,female,48,4378530.129736984
no,male,47,2530043.5735852355
yes,female,48,4291590.514330795
yes,male,65,6769021.249668657
yes,female,59,5042254.205036183
no,male,59,5187807.904070234
yes,female,50,4866979.15711117
no,female,48,4552561.209834801
yes,male,50,4986300.288443411
no,female,58,5322090.475624791
yes,female,54,4012352.232805893
no,female,51,3063208.104578346
no,female,56,4581612.051786523
no,female,61,5266043.549646287
no,female,64,4935205.242745539
yes,female,57,5966884.493331396
yes,female,35,2734186.565513886
no,female,38,2954235.15622507
no,male,55,5384472.160917971
yes,male,60,6505953.90013519
no,female,49,3027456.1093798163
yes,male,61,7077703.781172667
yes,female,54,4154527.366989751
yes,female,60,5491668.770043372
yes,male,49,5717260.569641545
no,male,51,4618390.88109392
no,female,52,3230903.446675803
no,male,60,7056096.477164509
no,female,54,3979407.967888103
yes,male,63,5634787.921323639
yes,female,62,5286263.62352321
no,female,52,2560693.657489323
no,male,46,3795735.4895099313
no,male,33,2753251.3678775467
yes,female,66,5224957.427897804
yes,male,62,6613962.815314657
no,female,53,4360057.023855436
no,male,56,5293986.439763036
no,female,50,4296842.350281289
yes,female,57,4251023.756610803
no,female,51,4960722.569570098
yes,male,51,5296594.299827955
yes,female,46,3074404.090361084
no,male,66,4874530.843433519
no,female,49,4866181.751920805
yes,female,55,6323183.640896722
no,male,56,6123637.282357346
no,male,58,7106598.994708997
yes,male,52,4763312.772394534
yes,male,54,5436281.646755757
no,male,59,5038286.560579013
yes,male,50,4661009.596198966
no,male,56,3640572.0119157764
no,male,56,6732236.811180525
no,female,60,5286075.65161459
yes,female,53,3259331.599390299
no,male,51,5903079.270056874
yes,female,50,5743121.415895279
no,female,46,2898706.91076784
no,male,46,4469487.102684694
yes,female,60,5161968.1596188685
yes,male,54,4547984.669901023
no,male,54,6631818.449998923
no,male,68,8153319.119157658
no,male,54,6106998.519069336
no,male,58,6535050.369187814
yes,female,57,4812507.937401376
no,female,61,5113552.365955177
no,female,40,1129035.8098233417
yes,female,44,3476212.56463455
yes,male,68,5593742.0928084
yes,female,38,4747765.426120731
no,male,56,5130189.447629664
no,male,64,6346030.001895588
yes,female,50,4417000.790364529
no,female,46,3843441.007381688
yes,female,48,4029536.845149787
yes,male,44,5160359.161627023
yes,male,53,6324280.450958941
yes,female,72,6990443.615170684
no,male,56,5870628.955140118
yes,male,57,6959963.145837139
no,male,54,4963573.094173865
no,male,66,6171779.133415255
no,female,52,4870490.772511615
yes,male,58,5692991.661522285
no,male,67,6626220.355385367
no,female,49,3016523.4193915133
no,female,53,2675811.5097919228
yes,male,70,5413527.425103827
no,female,52,4693177.789840502
no,male,63,6022495.83120579
yes,male,52,6947165.325059213
no,female,58,4199664.553962404
no,male,50,5913023.140344762
no,female,50,3044500.2015384813
yes,female,53,5704109.076540337
no,male,52,4902833.811021358
yes,female,47,3368725.5387185104
no,female,55,3729873.680735887
no,female,57,4949086.0937050255
no,female,54,4321512.647568893
no,female,51,4063176.3469634396
yes,female,55,4110756.5825673905
yes,male,51,4893065.126553391
no,male,53,5289940.909656933
no,female,41,3029349.7390815057
no,female,58,3788136.6616167906
yes,female,47,3952314.762337654
yes,female,54,5190726.749509411
yes,female,57,4766511.543988441
no,male,46,6382223.476342163
no,male,56,5656695.438258243
yes,female,55,5235695.807432093
no,male,57,4597118.659309138
yes,female,42,3817947.940266428
no,male,54,4771869.836258934
yes,female,48,3242678.205940066
yes,female,55,6219217.117644092
no,male,42,4145601.914822573
no,female,55,5081763.498254959
no,female,45,4392166.0512846485
yes,male,57,5553177.206331411
no,male,44,5217035.594628255
no,male,57,4938421.1815503845
no,male,56,5193332.836208082
no,male,46,6048484.14224886
no,female,53,3892112.8967084005
yes,male,59,6112152.434919289
no,female,50,3228689.300582297
no,female,45,2846162.0605475134
no,female,46,3209550.8493190804
yes,male,50,5188624.662748454
no,female,50,4213738.385139854
no,male,60,5775300.396748769
no,male,55,6628382.929240057
yes,female,49,5521042.210104976
no,female,47,3690994.3742972664
no,female,54,4457685.303819492
yes,male,57,7601165.103593589
no,female,48,2643110.6822782694
yes,male,46,4470453.275681197
yes,male,59,7233369.582519405
no,female,65,5675547.488573452
yes,male,52,5391769.404036828
no,female,50,4369789.297404159
yes,female,37,2932024.645219994
yes,male,56,6861782.44994064
no,female,47,1329326.2792588677
no,female,59,4579879.387245115
no,male,65,7051474.357056095
no,female,61,3651294.55419696
yes,male,71,7106073.879462602
no,male,57,5673540.844933986
yes,female,52,6178591.949564185
yes,male,47,4459937.853996042
yes,female,60,4549037.922671913
no,female,52,4177342.257419784
no,male,56,3989718.123626951
yes,male,49,3911133.164123234
yes,male,59,7769192.134539217
no,female,58,4908016.265115056
no,male,53,5171642.4082777
no,female,57,3423901.344666793
yes,male,65,8267573.3720159205
no,female,55,4349783.634866732
no,female,53,4101387.442774621
no,male,71,5936737.55132776
yes,female,57,3752444.433694835
no,male,53,5480694.993651609
yes,male,52,4815679.011521206
no,female,49,3256358.043606428
yes,male,46,5898274.543844619
yes,male,48,4287610.203734381
no,male,58,7390196.7754660295
yes,male,57,6898234.653000603
yes,female,64,5569605.568154814
yes,male,60,6112158.303183998
yes,male,55,7695982.408261835
no,female,57,5704001.461975327
no,male,49,4407884.9609921705
no,male,47,4959223.274003131
no,female,67,5754020.961407396
no,female,53,4318335.182177474
no,male,50,4659038.9965375345
no,male,58,6486758.252715393
yes,female,57,4159379.752973574
yes,female,58,4895373.178947279
no,female,51,4937130.610127784
yes,male,60,6241288.465374297
no,female,52,5819128.123151524
yes,male,52,4156198.5008117203
no,male,46,3340807.490173556
yes,female,51,4832303.040868055
no,female,51,3407655.0311325174
no,male,50,3973169.2974654236
no,female,57,5192656.099390903
yes,male,48,4859393.815706536
no,female,48,3771552.982733213
no,male,48,3365965.8973413864
no,male,43,3300231.2722585574
yes,male,53,6514492.147406919
yes,female,59,7360911.334360992
yes,male,45,5678822.574553999
no,male,55,5378386.566758426
yes,male,50,5603643.558171386
no,male,60,6509679.182170844
no,male,43,2619282.2419354743
yes,male,50,6556831.297976056
yes,male,68,7162600.901691541
yes,male,54,5957354.785807574
no,male,52,5007601.250064078
yes,female,50,5977971.612797635
no,male,45,4420890.109535088
yes,male,53,5867200.080757715
no,male,52,5734790.170907855
yes,male,49,5312467.502758216
yes,male,55,5187928.543859988
yes,male,47,4819521.786071572
no,female,54,5273156.432796691
yes,male,56,7099017.291115456
yes,male,50,6342888.832986335
no,male,51,5364481.405670101
no,male,61,5591602.329244388
yes,male,54,6552273.700968063
yes,male,63,7843760.922581264
yes,male,50,5866617.32617937
yes,male,49,6050021.662265722
no,female,53,5069494.511566991
no,male,61,6308217.141263143
yes,male,54,6193146.800987834
yes,female,58,4670170.607254074
no,male,48,4002651.548297967
no,female,55,5716967.923358559
no,male,51,5153587.327672032
no,male,58,7688121.420629086
yes,male,48,4300859.632438382
no,male,48,4572750.744853283
yes,male,53,7146268.709208845
yes,female,65,4569976.748967596
yes,male,46,5097703.06870972
no,male,55,5554776.169959623
yes,male,54,6723908.88086013
no,female,57,3368495.5187500715
yes,male,59,6688993.668568095
yes,male,62,5829853.800865565
no,male,50,5645654.929443506
yes,female,58,5933107.938428458
yes,male,45,5906927.148223809
no,female,52,3057065.8542023622
yes,male,53,6465043.99525608
yes,female,53,4500729.693465145
no,male,50,3712676.182611177
no,male,63,5955871.428797275
no,female,47,5044033.5797013715
yes,female,56,4008218.5849647583
no,female,45,2159522.6503151036
no,female,56,4962199.588617708
yes,female,56,4317341.036668547
yes,female,44,4072648.949449311
no,female,60,4720810.151390828
no,male,60,4844718.196119865
yes,female,52,4949213.735775493
no,male,56,7344086.800872947
no,male,63,5210891.240228341
yes,female,47,3906482.6267963587
no,male,51,4929230.245260238
yes,female,53,4078015.115334386
no,male,52,5756885.037349274
no,female,61,4207321.937754199
yes,female,54,4225494.2299489705
yes,male,63,6993782.437116743
yes,female,52,3169176.0244413437
no,female,53,3821929.136363809
no,male,49,3409782.7209498403
no,male,65,5080037.755169517
no,male,45,5422170.018805848
no,female,70,5695130.218226651
no,female,60,6482497.739866173
no,male,58,5718827.252708585
no,female,45,5482619.971313072
no,male,53,5437011.559469064
no,female,59,6035044.327897504
no,female,56,5546023.194705271
no,male,46,6982454.828264018
yes,female,45,4666394.676812725
yes,female,54,4651298.607039836
yes,male,51,6617643.200402873
yes,male,54,5641021.614281623
yes,female,48,4153490.498078192
yes,male,64,7348590.988528633
no,male,46,4327718.339931329
yes,male,60,7890452.320609313
no,male,54,4517034.371543324
yes,male,49,5551720.636602447
no,male,58,6101012.182265216
no,female,49,4109297.1940541686
yes,male,46,4936383.2970807
no,female,44,3679923.673923551
no,male,60,5961848.776337648
no,female,45,4269610.584859726
yes,female,58,5993299.501604174
no,male,55,4714094.343296303
yes,female,60,5099312.687736439
no,female,48,3835166.1758575733
yes,female,62,6428234.095381197
no,male,41,5222802.172260059
no,female,59,4509559.004580656
no,female,44,3434416.947557034
no,female,62,4927104.2749758465
no,male,46,5196363.886635639
yes,male,53,4892836.473874249
no,male,47,5419070.511066415
yes,male,50,5778347.372875749
yes,male,55,8351245.635510848
no,female,54,4920265.545157533
yes,male,49,5948857.620428643
no,male,35,4366452.289131472
no,male,37,3077716.6298751747
yes,male,49,5733351.930723732
no,male,57,4522449.752084165
yes,male,50,3959890.18483979
no,female,57,5377378.843603104
no,male,35,1628075.7039974674
no,female,51,3995027.9669559123
no,female,52,4281120.263530398
yes,female,60,5381909.751250972
no,male,61,5695073.093923968
no,male,57,5167502.519174612
no,male,47,5422647.44322271
yes,male,45,6218435.982311058
no,female,57,4937751.755296545
yes,male,52,5911811.71623314
no,male,57,7383101.576326194
no,male,58,5635517.878335351
yes,female,60,3758918.594848162
no,male,49,3918787.879541872
yes,male,57,7051686.817577935
yes,female,58,6654910.715942576
yes,female,52,3241634.636772761
yes,male,45,6134521.990013419
no,male,45,3832844.9114419986
no,female,49,3115297.2615365805
no,female,59,4723586.941801173
no,female,63,6125568.495164632
no,female,60,6052408.497458663
yes,male,52,6743673.729287325
yes,female,61,4518776.874938306
yes,male,58,5898778.058714873
no,female,55,4028560.574812187
yes,female,56,4449687.469043949
no,female,57,3189885.2782491897
yes,female,53,3515190.6708377833
yes,female,54,5475253.254618833
yes,female,51,3455113.405672079
no,female,55,4355544.467815506
yes,male,59,6194446.214753531
no,male,67,6738081.226634449
no,male,56,5513366.763031935
no,male,51,5399600.1980536375
no,male,62,5357439.090082262
no,female,61,4532935.1226607915
no,male,46,5275539.668341033
no,female,56,3207706.672202599
yes,female,53,3403873.4922954654
yes,female,33,3248058.3785546627
no,female,50,4100150.5814281353
no,female,51,4200758.25009227
no,female,53,3519989.662051604
